name,score_rank,popularity_rank,members,year,season,episodes,studio,source,genres,score,ave_main_cast_favorites
One Punch Man,#90,#5,2427249,2015,fall,12.0,Madhouse,Web manga,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Super Power', 'Supernatural']",8.54,5791.0
Noragami Aragoto,#329,#74,1164141,2015,fall,13.0,Bones,Manga,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",8.19,46567.2
Haikyuu!! Second Season,#50,#84,1046223,2015,fall,25.0,Production I.G,Manga,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",8.68,6256.0
Rakudai Kishi no Cavalry,#1649,#156,725656,2015,fall,12.0,SILVER LINK.,Light novel,"['Action', 'Romance', 'Ecchi', 'Fantasy', 'School']",7.49,4365.0
Owari no Seraph: Nagoya Kessen-hen,#1223,#219,605509,2015,fall,12.0,Wit Studio,Manga,"['Action', 'Military', 'Supernatural', 'Drama', 'Vampire', 'Shounen']",7.63,18097.42857142857
Gakusen Toshi Asterisk,#4285,#268,533963,2015,fall,12.0,A-1 Pictures,Light novel,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Sci-Fi', 'Supernatural']",6.86,3181.2
Owarimonogatari,#126,#396,391062,2015,fall,12.0,Shaft,Light novel,"['Mystery', 'Comedy', 'Supernatural', 'Vampire']",8.46,30219.4
Shinmai Maou no Testament Burst,#4259,#513,310551,2015,fall,10.0,Production IMS,Light novel,"['Action', 'Ecchi', 'Fantasy', 'Romance', 'Harem', 'Demons']",6.86,5341.2
K: Return of Kings,#1301,#584,277635,2015,fall,13.0,GoHands,Original,"['Action', 'Super Power', 'Supernatural']",7.6,22420.6
Taimadou Gakuen 35 Shiken Shoutai,#4263,#631,258336,2015,fall,12.0,SILVER LINK.,Light novel,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Military', 'Romance', 'Supernatural']",6.86,2804.6666666666665
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",#4692,#746,223692,2015,fall,12.0,SILVER LINK.,Light novel,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",6.76,316.0
Shingeki! Kyojin Chuugakkou,#3101,#893,191023,2015,fall,12.0,Production I.G,Manga,"['Comedy', 'Parody', 'School', 'Shounen']",7.14,25444.0
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,#1850,#915,183630,2015,fall,12.0,TROYCA,Novel,"['Drama', 'Mystery', 'Thriller']",7.43,3277.0
Mobile Suit Gundam: Iron-Blooded Orphans,#513,#927,181574,2015,fall,25.0,Sunrise,Original,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']",8.03,3104.333333333333
Osomatsu-san,#565,#1123,148918,2015,fall,25.0,Studio Pierrot,Original,"['Comedy', 'Parody']",7.99,36625.333333333336
Subete ga F ni Naru,#2536,#1134,145677,2015,fall,11.0,A-1 Pictures,Novel,"['Sci-Fi', 'Mystery', 'Psychological']",7.27,529.0
Heavy Object,#2507,#1215,134947,2015,fall,24.0,J.C.Staff,Light novel,"['Action', 'Military', 'Sci-Fi', 'Mecha']",7.27,6761.75
"Diabolik Lovers More,Blood",#9791,#1363,117743,2015,fall,12.0,Zexcs,Visual novel,"['Harem', 'School', 'Shoujo', 'Vampire']",5.61,10201.9
Valkyrie Drive: Mermaid,#8102,#1403,112699,2015,fall,12.0,Arms,Original,"['Action', 'Ecchi', 'Fantasy', 'Shoujo Ai']",6.09,1236.5
Gochuumon wa Usagi Desu ka??,#828,#1460,106516,2015,fall,12.0,Kinema Citrus,4-koma manga,"['Slice of Life', 'Comedy']",7.81,10395.4
Yuru Yuri San☆Hai!,#623,#1471,104996,2015,fall,12.0,TYO Animations,Manga,"['Comedy', 'School', 'Shoujo Ai', 'Slice of Life']",7.94,608.75
Dance with Devils,#6990,#1501,103472,2015,fall,12.0,Brain's Base,Original,"['Harem', 'Demons', 'Supernatural', 'Romance', 'Vampire', 'Shoujo']",6.31,1443.6666666666667
Comet Lucifer,#9011,#1546,99415,2015,fall,12.0,8bit,Original,"['Action', 'Adventure', 'Fantasy', 'Mecha']",5.85,15214.0
Pokemon XY&Z,#1186,#1582,98107,2015,fall,47.0,OLM,Game,"['Action', 'Adventure', 'Comedy', 'Kids', 'Fantasy']",7.64,12995.4
Utawarerumono: Itsuwari no Kamen,#2558,#1618,94375,2015,fall,25.0,White Fox,Visual novel,"['Action', 'Drama', 'Fantasy']",7.26,5838.0
Hidan no Aria AA,#7470,#1710,86741,2015,fall,12.0,Doga Kobo,Manga,"['Action', 'School', 'Shoujo Ai']",6.22,26359.0
Concrete Revolutio: Choujin Gensou,#5036,#1840,78293,2015,fall,13.0,Bones,Original,"['Action', 'Demons', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Super Power', 'Supernatural']",6.69,7080.333333333333
Young Black Jack,#2711,#1891,74711,2015,fall,12.0,Tezuka Productions,Manga,"['Historical', 'Drama', 'Seinen']",7.23,2859.6666666666665
Komori-san wa Kotowarenai!,#7297,#2286,55834,2015,fall,12.0,Artland,4-koma manga,"['Slice of Life', 'Comedy', 'School']",6.25,1358.6666666666667
Lupin III (2015),#676,#2314,54422,2015,fall,24.0,TMS Entertainment,Manga,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Seinen']",7.92,9621.6
Lance N' Masques,#10123,#2524,46046,2015,fall,12.0,Studio Gokumi,Light novel,['Fantasy'],5.5,2149.25
Hacka Doll The Animation,#6595,#2623,43345,2015,fall,13.0,Creators in Pack,Other,"['Comedy', 'Sci-Fi']",6.39,89.33333333333333
Starmyu,#4095,#2700,40570,2015,fall,12.0,C-Station,Original,"['Music', 'School', 'Slice of Life']",6.9,6481.4
Kowabon,#10752,#3119,31229,2015,fall,13.0,ILCA,Original,['Horror'],5.23,0.0
Boku dake ga Inai Machi,#192,#29,1582526,2016,winter,12.0,A-1 Pictures,Manga,"['Mystery', 'Psychological', 'Supernatural', 'Seinen']",8.34,12484.5
Kono Subarashii Sekai ni Shukufuku wo!,#382,#34,1472671,2016,winter,10.0,Studio Deen,Light novel,"['Adventure', 'Comedy', 'Parody', 'Supernatural', 'Fantasy']",8.14,20054.0
Ansatsu Kyoushitsu 2nd Season,#97,#86,1050593,2016,winter,25.0,Lerche,Manga,"['Action', 'Comedy', 'School', 'Shounen']",8.52,18640.25
Hai to Gensou no Grimgar,#1120,#231,587718,2016,winter,12.0,A-1 Pictures,Light novel,"['Action', 'Adventure', 'Drama', 'Fantasy']",7.67,2665.714285714286
Ajin,#1756,#315,484422,2016,winter,13.0,Polygon Pictures,Manga,"['Action', 'Mystery', 'Horror', 'Supernatural', 'Seinen']",7.45,77706.0
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",#931,#346,446668,2016,winter,12.0,A-1 Pictures,Light novel,"['Action', 'Military', 'Adventure', 'Fantasy']",7.75,11736.4
Musaigen no Phantom World,#4228,#353,434610,2016,winter,13.0,Kyoto Animation,Light novel,"['Action', 'Comedy', 'Fantasy', 'Slice of Life', 'Supernatural']",6.87,10941.0
Dagashi Kashi,#5410,#424,369260,2016,winter,12.0,feel.,Manga,"['Comedy', 'Shounen', 'Slice of Life']",6.62,5218.5
Durarara!!x2 Ketsu,#449,#497,320925,2016,winter,12.0,Shuka,Light novel,"['Action', 'Mystery', 'Supernatural']",8.08,53692.0
Saijaku Muhai no Bahamut,#5578,#512,311354,2016,winter,12.0,Lerche,Light novel,"['Action', 'Harem', 'Supernatural', 'Romance', 'Ecchi', 'Fantasy', 'Mecha', 'School']",6.58,1858.3333333333333
Akagami no Shirayuki-hime 2nd Season,#558,#580,281377,2016,winter,12.0,Bones,Manga,"['Drama', 'Romance', 'Fantasy', 'Shoujo']",7.99,17445.6
Dimension W,#2776,#615,264260,2016,winter,12.0,Orange,Manga,"['Action', 'Sci-Fi', 'Seinen']",7.21,22172.0
Shouwa Genroku Rakugo Shinjuu,#71,#686,241797,2016,winter,13.0,Studio Deen,Manga,"['Drama', 'Historical', 'Josei']",8.59,5671.5
Nijiiro Days,#2336,#904,187786,2016,winter,24.0,Production Reed,Manga,"['Comedy', 'Romance', 'School', 'Shoujo', 'Slice of Life']",7.31,14106.0
Prince of Stride: Alternative,#4068,#1084,153132,2016,winter,12.0,Madhouse,Visual novel,"['Sports', 'Drama', 'School']",6.91,30758.0
Divine Gate,#9899,#1106,150508,2016,winter,12.0,Studio Pierrot,Game,"['Action', 'Sci-Fi', 'Fantasy']",5.57,9145.714285714286
Oshiete! Galko-chan,#3330,#1111,150423,2016,winter,12.0,feel.,Digital manga,"['Slice of Life', 'Comedy', 'School']",7.09,1024.3333333333333
Ao no Kanata no Four Rhythm,#5096,#1240,132369,2016,winter,12.0,Gonzo,Visual novel,"['Sci-Fi', 'Sports', 'Drama', 'School']",6.68,516.25
Shoujo-tachi wa Kouya wo Mezasu,#6941,#1492,103303,2016,winter,12.0,Project No.9,Visual novel,['School'],6.32,16355.666666666666
Kanojo to Kanojo no Neko: Everything Flows,#1075,#1499,103335,2016,winter,4.0,LIDENFILMS,Original,"['Slice of Life', 'Psychological', 'Romance']",7.69,46781.0
Schwarzesmarken,#4675,#1579,97635,2016,winter,12.0,ixtl,Light novel,"['Action', 'Military', 'Sci-Fi', 'Historical', 'Drama', 'Mecha']",6.77,1863.0
Luck & Logic,#8156,#1603,96112,2016,winter,12.0,Doga Kobo,Card game,"['Action', 'Fantasy']",6.08,6738.5
Reikenzan: Hoshikuzu-tachi no Utage,#3334,#1793,81302,2016,winter,12.0,Studio Deen,Light novel,"['Comedy', 'Magic', 'Fantasy']",7.09,1035.5
HaruChika: Haruta to Chika wa Seishun suru,#6859,#1810,80284,2016,winter,12.0,P.A. Works,Novel,"['Music', 'Slice of Life', 'Mystery', 'Romance', 'School']",6.34,1971.0
Norn9: Norn+Nonet,#5687,#1871,76545,2016,winter,12.0,Kinema Citrus,Visual novel,"['Sci-Fi', 'Adventure', 'Romance', 'Fantasy', 'Josei']",6.56,12823.8
Bubuki Buranki,#7148,#1993,68439,2016,winter,12.0,SANZIGEN,Original,"['Action', 'Sci-Fi', 'Drama', 'Mecha']",6.28,2692.8
Phantasy Star Online 2 The Animation,#6822,#2153,61624,2016,winter,12.0,Telecom Animation Film,Game,"['Action', 'Game', 'Sci-Fi', 'School']",6.34,1142.6666666666667
Ojisan to Marshmallow,#5558,#2234,57209,2016,winter,12.0,Creators in Pack,Web manga,"['Slice of Life', 'Comedy', 'Romance']",6.59,33484.666666666664
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,#8933,#2302,54930,2016,winter,12.0,Production IMS,Original,"['Comedy', 'Mecha', 'Police', 'Sci-Fi']",5.87,9330.666666666666
Sekkou Boys,#7132,#2496,47419,2016,winter,12.0,LIDENFILMS,Original,"['Music', 'Comedy']",6.28,23487.6
Ooyasan wa Shishunki!,#5769,#2600,44148,2016,winter,12.0,Seven Arcs Pictures,4-koma manga,"['Comedy', 'Slice of Life']",6.55,979.3333333333334
Koukaku no Pandora,#5942,#2690,40917,2016,winter,12.0,Studio Gokumi,Manga,"['Action', 'Sci-Fi', 'Comedy', 'Ecchi']",6.52,475.0
Yami Shibai 3,#7050,#3177,30157,2016,winter,13.0,ILCA,Original,"['Dementia', 'Horror', 'Supernatural']",6.3,31.0
Boku no Hero Academia,#525,#6,2264703,2016,spring,13.0,Bones,Manga,"['Action', 'Comedy', 'School', 'Shounen', 'Super Power']",8.02,13420.4
Re:Zero kara Hajimeru Isekai Seikatsu,#249,#21,1693967,2016,spring,25.0,White Fox,Light novel,"['Psychological', 'Drama', 'Thriller', 'Fantasy']",8.27,20986.0
Bungou Stray Dogs,#847,#104,942153,2016,spring,12.0,Bones,Manga,"['Action', 'Comedy', 'Mystery', 'Seinen', 'Super Power', 'Supernatural']",7.8,39533.5
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,#110,#150,752272,2016,spring,39.0,David Production,Manga,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",8.5,22221.33333333333
Koutetsujou no Kabaneri,#2616,#192,647211,2016,spring,12.0,Wit Studio,Original,"['Action', 'Horror', 'Supernatural', 'Drama', 'Fantasy']",7.25,585.5
Sakamoto Desu ga?,#1356,#222,603619,2016,spring,12.0,Studio Deen,Manga,"['Slice of Life', 'Comedy', 'School', 'Seinen']",7.58,3591.0
Kiznaiver,#1901,#225,596489,2016,spring,12.0,Trigger,Original,"['Sci-Fi', 'Drama', 'Romance']",7.41,9266.875
Netoge no Yome wa Onnanoko ja Nai to Omotta?,#4598,#363,422296,2016,spring,12.0,Project No.9,Light novel,"['Game', 'Comedy', 'Romance', 'Ecchi', 'School']",6.78,5987.0
Sousei no Onmyouji,#2346,#376,412819,2016,spring,50.0,Studio Pierrot,Manga,"['Action', 'Supernatural', 'Romance', 'Fantasy', 'Shounen']",7.31,7984.5
Magi: Sinbad no Bouken (TV),#724,#399,388143,2016,spring,13.0,Lay-duce,Manga,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",7.88,27259.25
Tanaka-kun wa Itsumo Kedaruge,#712,#446,354887,2016,spring,12.0,SILVER LINK.,Web manga,"['Slice of Life', 'Comedy', 'School']",7.88,7624.0
Gakusen Toshi Asterisk 2nd Season,#3500,#451,350514,2016,spring,12.0,A-1 Pictures,Light novel,"['Sci-Fi', 'Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'Fantasy', 'School']",7.05,3181.2
Hundred,#6861,#542,298953,2016,spring,12.0,Production IMS,Light novel,"['Action', 'Sci-Fi', 'Harem', 'Romance', 'Ecchi', 'Mecha', 'School']",6.34,590.6
Flying Witch,#1554,#745,225120,2016,spring,12.0,J.C.Staff,Manga,"['Slice of Life', 'Comedy', 'Supernatural', 'Magic', 'Shounen']",7.52,63.0
Mayoiga,#10085,#857,195901,2016,spring,12.0,Diomedéa,Original,"['Mystery', 'Comedy', 'Horror', 'Psychological', 'Drama']",5.52,53.25
Big Order (TV),#10433,#889,190944,2016,spring,10.0,asread.,Manga,"['Action', 'Shounen', 'Super Power']",5.38,1120.0
Joker Game,#3505,#894,188822,2016,spring,12.0,Production I.G,Novel,"['Military', 'Historical', 'Drama']",7.05,16321.5
Uchuu Patrol Luluco,#1359,#1261,129822,2016,spring,13.0,Trigger,Original,"['Action', 'Adventure', 'Comedy', 'Space']",7.58,1399.6666666666667
Kuromukuro,#2935,#1350,118872,2016,spring,26.0,P.A. Works,Original,"['Action', 'Sci-Fi', 'Mecha']",7.18,1350.6666666666667
Super Lovers,#3721,#1376,116279,2016,spring,10.0,Studio Deen,Manga,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Shounen Ai']",7.0,2334.5
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",#6251,#1387,114257,2016,spring,24.0,A-1 Pictures,Game,"['Comedy', 'Drama', 'Mystery', 'Police']",6.46,17293.8
Ushio to Tora (TV) 2nd Season,#654,#1411,111907,2016,spring,13.0,MAPPA,Manga,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Shounen']",7.93,2084.25
High School Fleet,#2387,#1666,90749,2016,spring,12.0,Production IMS,Original,"['Action', 'Military', 'School']",7.3,554.1428571428571
Seisen Cerberus: Ryuukoku no Fatalités,#9753,#1690,88458,2016,spring,13.0,Bridge,Game,"['Adventure', 'Fantasy']",5.62,17408.5
Aggressive Retsuko,#1212,#1767,83582,2016,spring,100.0,Fanworks,Other,"['Music', 'Slice of Life', 'Comedy']",7.63,0.0
Terra Formars: Revenge,#4969,#1827,79132,2016,spring,13.0,TYO Animations,Manga,"['Action', 'Sci-Fi', 'Space', 'Horror', 'Drama', 'Seinen']",6.71,4108.75
Shounen Maid,#2427,#1962,69703,2016,spring,12.0,8bit,Manga,"['Comedy', 'Shoujo', 'Slice of Life']",7.29,2353.5
Kuma Miko,#7009,#2008,67558,2016,spring,12.0,Kinema Citrus,Manga,"['Slice of Life', 'Comedy', 'Seinen']",6.31,2281.75
Macross Δ,#2516,#2048,65538,2016,spring,26.0,Satelight,Original,"['Action', 'Military', 'Sci-Fi', 'Music', 'Space', 'Romance', 'Mecha']",7.27,3881.25
Anne Happy♪,#3867,#2070,64845,2016,spring,12.0,SILVER LINK.,Manga,"['Slice of Life', 'Comedy', 'School']",6.96,642.0
Endride,#9774,#2080,64319,2016,spring,24.0,Brain's Base,Original,"['Adventure', 'Fantasy']",5.62,3931.5
Honobono Log,#2053,#2175,60690,2016,spring,10.0,Fanworks,Picture book,"['Romance', 'Slice of Life']",7.37,4319.0
Sansha Sanyou,#3262,#2293,55342,2016,spring,12.0,Doga Kobo,4-koma manga,"['Slice of Life', 'Comedy', 'School']",7.11,53.66666666666666
Bakuon!!,#6128,#2307,54890,2016,spring,12.0,TMS Entertainment,Manga,"['Comedy', 'Seinen', 'Slice of Life']",6.48,3119.6
Bishoujo Senshi Sailor Moon Crystal Season III,#973,#2534,46215,2016,spring,13.0,Toei Animation,Manga,"['Demons', 'Magic', 'Romance', 'Shoujo']",7.73,2373.8888888888887
Concrete Revolutio: Choujin Gensou - The Last Song,#3595,#3106,31419,2016,spring,11.0,Bones,Original,"['Action', 'Sci-Fi', 'Mystery', 'Super Power', 'Demons', 'Supernatural', 'Drama', 'Fantasy']",7.03,7080.333333333333
Kyoukai no Rinne (TV) 2nd Season,#2955,#3133,30884,2016,spring,25.0,Brain's Base,Manga,"['Comedy', 'Supernatural', 'Romance', 'School', 'Shounen']",7.17,4938.75
Wagamama High Spec,#10379,#3138,30697,2016,spring,12.0,AXsiZ,Visual novel,"['Comedy', 'School']",5.4,115.5
Mob Psycho 100,#117,#35,1461264,2016,summer,12.0,Bones,Web manga,"['Action', 'Slice of Life', 'Comedy', 'Supernatural']",8.48,12387.8
Shokugeki no Souma: Ni no Sara,#351,#109,905165,2016,summer,13.0,J.C.Staff,Manga,"['Ecchi', 'School', 'Shounen']",8.16,13846.0
ReLIFE,#540,#132,802232,2016,summer,13.0,TMS Entertainment,Web manga,"['Slice of Life', 'Romance', 'School']",8.01,9624.333333333334
Saiki Kusuo no Ψ-nan,#137,#155,736825,2016,summer,120.0,J.C.Staff,Manga,"['Comedy', 'School', 'Shounen', 'Slice of Life', 'Supernatural']",8.43,29145.0
Orange,#1231,#208,630195,2016,summer,13.0,Telecom Animation Film,Manga,"['Sci-Fi', 'Drama', 'Romance', 'School', 'Shoujo']",7.62,16248.666666666666
Nanatsu no Taizai: Seisen no Shirushi,#3518,#250,555566,2016,summer,4.0,A-1 Pictures,Manga,"['Action', 'Adventure', 'Supernatural', 'Magic', 'Fantasy', 'Shounen']",7.05,19800.375
91 Days,#782,#264,540507,2016,summer,12.0,Shuka,Original,"['Action', 'Drama', 'Historical']",7.83,3614.5
New Game!,#1334,#438,359986,2016,summer,12.0,Doga Kobo,4-koma manga,"['Game', 'Slice of Life', 'Comedy']",7.59,5890.5
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,#2307,#572,284364,2016,summer,12.0,Lerche,Game,"['Action', 'Mystery', 'Horror', 'Psychological']",7.31,6302.4
Tales of Zestiria the Cross,#2455,#573,282246,2016,summer,12.0,ufotable,Game,"['Action', 'Adventure', 'Magic', 'Fantasy']",7.28,6360.4
Berserk,#6884,#575,282118,2016,summer,12.0,Millepensee,Manga,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural']",6.33,2382.75
Nejimaki Seirei Senki: Tenkyou no Alderamin,#1031,#622,263058,2016,summer,13.0,Madhouse,Light novel,"['Action', 'Adventure', 'Fantasy', 'Military']",7.7,11096.0
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,#1758,#656,253613,2016,summer,11.0,Lerche,Game,"['Action', 'Mystery', 'Horror', 'Psychological', 'School']",7.45,15476.285714285714
Amaama to Inazuma,#1543,#666,250006,2016,summer,12.0,TMS Entertainment,Manga,"['Comedy', 'Slice of Life', 'Seinen']",7.52,22081.666666666668
Taboo Tattoo,#9307,#708,236068,2016,summer,12.0,J.C.Staff,Manga,"['Action', 'Mystery', 'Super Power', 'Supernatural', 'Martial Arts', 'Seinen']",5.77,2895.0
Kono Bijutsubu ni wa Mondai ga Aru!,#2755,#709,236358,2016,summer,12.0,feel.,Manga,"['Comedy', 'Romance', 'School', 'Seinen']",7.22,2594.0
Masou Gakuen HxH,#7822,#740,226408,2016,summer,12.0,Production IMS,Light novel,"['Action', 'Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School']",6.15,337.0
Servamp,#4075,#756,221340,2016,summer,12.0,Brain's Base,Manga,"['Action', 'Comedy', 'Supernatural', 'Drama', 'Vampire', 'Josei']",6.91,31447.5
Handa-kun,#2030,#757,221337,2016,summer,12.0,Diomedéa,Manga,"['Slice of Life', 'Comedy', 'Shounen']",7.38,4373.4
Rewrite,#5164,#928,180808,2016,summer,13.0,8bit,Visual novel,"['Action', 'Comedy', 'Supernatural', 'Romance', 'School']",6.67,15986.0
D.Gray-man Hallow,#975,#1006,164811,2016,summer,13.0,TMS Entertainment,Manga,"['Action', 'Adventure', 'Super Power', 'Demons', 'Shounen']",7.73,2114.6666666666665
Love Live! Sunshine!!,#1989,#1114,150351,2016,summer,13.0,Sunrise,Other,"['Music', 'Slice of Life', 'School']",7.39,702.0
Qualidea Code,#6085,#1125,149282,2016,summer,12.0,A-1 Pictures,Original,"['Action', 'Magic', 'Supernatural']",6.49,7145.5
Hitori no Shita: The Outcast,#4574,#1145,146730,2016,summer,12.0,Namu Animation,Web manga,"['Action', 'Super Power', 'Supernatural']",6.79,10860.0
Arslan Senki (TV): Fuujin Ranbu,#1546,#1321,122091,2016,summer,8.0,LIDENFILMS,Manga,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Drama', 'Fantasy', 'Shounen']",7.52,16909.714285714286
Days (TV),#2920,#1342,119909,2016,summer,24.0,MAPPA,Manga,"['Sports', 'School', 'Shounen']",7.18,16540.5
Fukigen na Mononokean,#1877,#1449,107684,2016,summer,13.0,Pierrot Plus,Web manga,"['Comedy', 'Demons', 'Supernatural']",7.42,32571.0
Fate/kaleid liner Prisma☆Illya 3rei!!,#1482,#1534,101036,2016,summer,12.0,SILVER LINK.,Manga,"['Action', 'Comedy', 'Fantasy', 'Magic']",7.54,3182.75
Hatsukoi Monster,#9952,#1640,93299,2016,summer,12.0,Studio Deen,Manga,"['Comedy', 'Romance', 'School', 'Shoujo']",5.56,18502.0
Amanchu!,#2565,#1760,83669,2016,summer,12.0,J.C.Staff,Manga,"['Slice of Life', 'Comedy', 'School', 'Shounen']",7.26,6718.25
Fudanshi Koukou Seikatsu,#5826,#2172,60767,2016,summer,12.0,EMT Squared,4-koma manga,"['Slice of Life', 'Comedy', 'School', 'Shoujo']",6.54,911.0
Bananya,#4845,#2218,58368,2016,summer,13.0,Gathering,Original,"['Slice of Life', 'Comedy', 'Kids']",6.73,33090.0
Cheer Danshi!!,#5033,#2247,56859,2016,summer,12.0,Brain's Base,Novel,"['Sports', 'Drama', 'School']",6.69,20521.75
Battery,#9471,#2497,47427,2016,summer,11.0,Zero-G,Novel,"['Slice of Life', 'Sports', 'Drama']",5.72,6748.5
Ange Vierge,#8424,#2498,47499,2016,summer,12.0,SILVER LINK.,Card game,"['Adventure', 'Magic', 'Fantasy', 'School']",6.01,2560.8
B-Project: Kodou*Ambitious,#5439,#2726,39958,2016,summer,12.0,A-1 Pictures,Music,"['Music', 'Shoujo']",6.61,6858.7
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,#24,#114,870011,2016,fall,10.0,Production I.G,Manga,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",8.82,6256.0
Yuri!!! on Ice,#690,#177,679446,2016,fall,12.0,MAPPA,Original,"['Comedy', 'Sports']",7.91,11922.333333333334
Bungou Stray Dogs 2nd Season,#316,#239,580692,2016,fall,12.0,Bones,Manga,"['Action', 'Mystery', 'Super Power', 'Supernatural', 'Seinen']",8.2,39533.5
3-gatsu no Lion,#150,#275,527665,2016,fall,22.0,Shaft,Manga,"['Drama', 'Game', 'Seinen', 'Slice of Life']",8.41,29478.25
Drifters,#668,#347,446300,2016,fall,12.0,Hoods Drifters Studio,Manga,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Fantasy', 'Seinen']",7.92,9145.0
Watashi ga Motete Dousunda,#3458,#471,340932,2016,fall,12.0,Brain's Base,Manga,"['Harem', 'Comedy', 'Romance', 'School', 'Shoujo']",7.06,13170.0
Keijo!!!!!!!!,#3801,#490,328173,2016,fall,12.0,Xebec,Manga,"['Action', 'Sports', 'Ecchi', 'Shounen']",6.98,1321.5
Nanbaka,#2171,#630,261421,2016,fall,13.0,Satelight,Web manga,"['Action', 'Comedy', 'Drama']",7.34,2441.0
Ajin 2nd Season,#1193,#681,244667,2016,fall,13.0,Polygon Pictures,Manga,"['Action', 'Horror', 'Mystery', 'Seinen', 'Supernatural']",7.64,77706.0
Hibike! Euphonium 2,#232,#934,179800,2016,fall,13.0,Kyoto Animation,Novel,"['Music', 'Drama', 'School']",8.29,1968.0
Occultic;Nine,#3991,#955,173832,2016,fall,12.0,A-1 Pictures,Light novel,"['Sci-Fi', 'Mystery']",6.93,15552.444444444443
Flip Flappers,#1119,#1010,164282,2016,fall,13.0,Studio 3Hz,Original,"['Sci-Fi', 'Adventure', 'Comedy', 'Magic']",7.67,1381.0
Shuumatsu no Izetta,#4699,#1065,155820,2016,fall,12.0,Ajia-Do,Original,"['Action', 'Historical', 'Military']",6.76,20563.5
Natsume Yuujinchou Go,#78,#1128,147316,2016,fall,11.0,Shuka,Manga,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",8.58,48285.0
Mahou Shoujo Ikusei Keikaku,#3806,#1224,135002,2016,fall,12.0,Lerche,Light novel,"['Action', 'Fantasy', 'Magic', 'Supernatural', 'Thriller']",6.98,6840.0
Okusama ga Seitokaichou!+!,#5386,#1239,133563,2016,fall,12.0,Seven,Manga,"['Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']",6.62,5108.5
WWW.Working!!,#1800,#1243,132739,2016,fall,13.0,A-1 Pictures,Web manga,"['Slice of Life', 'Comedy']",7.44,12002.111111111111
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,#286,#1450,107476,2016,fall,25.0,Sunrise,Original,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']",8.23,4530.0
Udon no Kuni no Kiniro Kemari,#950,#1462,106538,2016,fall,12.0,LIDENFILMS,Manga,"['Slice of Life', 'Fantasy', 'Seinen']",7.75,12556.5
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",#7429,#1500,102967,2016,fall,24.0,TMS Entertainment,Original,"['Sci-Fi', 'Mystery', 'Psychological', 'Drama']",6.23,12456.25
Fune wo Amu,#1216,#1595,96467,2016,fall,11.0,Zexcs,Novel,"['Slice of Life', 'Drama', 'Romance']",7.63,57841.0
All Out!!,#3384,#1609,95218,2016,fall,25.0,Madhouse,Manga,"['School', 'Seinen', 'Sports']",7.07,309.0
Gi(a)rlish Number,#4287,#1645,92637,2016,fall,12.0,Diomedéa,Original,['Slice of Life'],6.86,2121.4
Bloodivores,#10130,#1703,87666,2016,fall,12.0,Creators in Pack,Web manga,"['Action', 'Supernatural', 'Vampire']",5.49,1931.5
Pokemon Sun & Moon,#4498,#1847,78409,2016,fall,146.0,OLM,Game,"['Action', 'Game', 'Kids', 'Fantasy', 'School']",6.81,1936.0
